vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:14,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:15,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:16,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:17,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:18,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:19,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:20,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:21,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:22,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:23,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:24,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:25,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:26,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:27,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:28,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:29,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:30,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:31,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:32,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:33,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:34,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:35,0,13678
AA00316,AAA2005316,0,115.91618799999999,28.642158000000002,1,0,0,0,0,2018-09-28 23:27:36,0,13678
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:41,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:43,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:45,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:46,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:47,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:50,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:51,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:52,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:54,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:55,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:56,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:57,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:25:58,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:00,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:01,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:02,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:03,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:04,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:05,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:06,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:07,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:08,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:09,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:10,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:11,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:12,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:13,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:14,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:15,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:16,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:17,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:18,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:19,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:20,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:21,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:22,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:23,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:24,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:25,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:26,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:27,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:28,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:29,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:30,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:31,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:33,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:34,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:35,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:36,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:37,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:38,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:39,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:40,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:41,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:42,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:43,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:44,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:45,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:46,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:47,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:48,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:49,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:50,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:51,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:52,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:53,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:54,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:55,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:56,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:57,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:58,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:26:59,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:00,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:01,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:02,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:03,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:04,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:05,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:06,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:07,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:08,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:09,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:10,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:11,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:12,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:13,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:14,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:15,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:16,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:17,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:18,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:19,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:20,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:21,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:22,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:23,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:24,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:25,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:26,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:27,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:28,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:29,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:30,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:31,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:32,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:33,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:34,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:35,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:36,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:37,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:38,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:39,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:40,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:41,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:42,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:43,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:44,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:45,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:46,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:47,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:48,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:49,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:50,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:51,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:52,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:53,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:54,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:55,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:56,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:57,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:58,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:27:59,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:00,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:01,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:02,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:03,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:04,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:05,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:06,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:07,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:08,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:09,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:10,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:11,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:12,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:13,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:14,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:15,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:16,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:17,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:18,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:19,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:20,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:21,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:22,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:23,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:24,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:25,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:26,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:27,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:28,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:29,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:30,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:31,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:32,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:33,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:34,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:35,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:36,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:37,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:38,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:39,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:40,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:41,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:42,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:43,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:44,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:45,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:46,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:47,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:48,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:49,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:50,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:51,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:52,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:53,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:54,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:55,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:56,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:57,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:58,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:28:59,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:00,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:01,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:02,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:03,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:04,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:05,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:06,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:07,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:08,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:09,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:10,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:11,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:12,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:13,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:14,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:15,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:16,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:17,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:18,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:19,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:20,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:21,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:22,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:23,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:24,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:25,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:26,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:27,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:28,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:30,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:31,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:32,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:33,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:34,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:35,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:36,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:37,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:38,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:39,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:40,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:41,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:42,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:43,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:44,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:45,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:46,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:47,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:48,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:49,0,13992
AA00316,AAA2005316,66,114.27848,27.705311,1,0,0,0,0,2018-09-30 00:29:50,0,13992
