vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:03,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:04,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:05,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:06,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:07,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:08,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:09,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:10,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:11,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:12,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:13,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:14,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:15,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:16,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:17,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:18,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:19,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:20,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:21,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:22,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:23,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:24,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:25,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,1,0,0,0,0,2018-09-10 08:41:26,0,918
AF00094,AAA9101094,251,115.83306599999999,27.416765,0,0,0,0,0,2018-09-10 08:41:28,0,918
AF00094,AAA9101094,0,115.833096,27.416690000000003,1,0,0,0,0,2018-09-11 07:06:07,0,918
AF00094,AAA9101094,0,115.833095,27.416688,1,0,0,0,0,2018-09-11 07:06:09,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:13,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:14,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:15,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:17,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:18,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:19,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:21,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:22,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:23,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:24,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:25,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:26,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:27,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:28,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:29,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:30,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:31,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:32,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:33,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:34,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:35,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:36,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:37,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:38,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:40,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:41,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:42,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:43,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:44,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:45,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:46,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:47,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:48,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:49,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:50,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:51,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:52,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:53,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:54,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:55,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:56,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:57,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:58,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:06:59,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:00,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:01,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:02,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:03,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:04,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:05,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:06,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:08,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:09,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:10,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:11,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:12,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:13,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:14,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:15,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:16,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:17,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:18,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:19,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:20,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:21,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:22,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:23,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:24,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:25,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:26,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:27,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:28,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:29,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:30,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:31,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:32,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:33,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:34,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:35,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:36,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:37,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:38,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:39,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:40,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:41,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:42,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:43,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:44,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:45,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:46,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:47,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:48,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:49,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:50,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:51,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:52,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:53,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:54,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:55,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:56,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:57,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:58,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:07:59,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:00,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:01,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:02,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:03,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:04,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:05,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:06,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:07,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:08,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:09,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:10,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:11,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:12,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:13,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:14,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:15,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:16,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:17,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:18,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:19,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:20,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:21,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:22,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:23,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:24,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:25,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:26,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:27,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:28,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:29,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:30,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:31,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:32,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:33,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:34,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:35,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:36,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:37,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:38,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:39,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:40,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:41,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:42,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:43,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:44,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:45,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:46,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:47,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:48,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:49,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:50,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:51,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:52,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:53,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:54,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:55,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:56,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:57,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:58,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:08:59,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:00,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:01,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:02,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:03,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:04,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:05,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:06,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:07,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:08,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:09,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:10,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:11,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:12,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:13,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:14,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:15,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:16,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:17,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:18,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:19,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:20,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:21,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:22,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:23,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:24,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:25,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:26,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:27,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:28,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:29,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:30,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:31,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:32,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:33,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:34,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:35,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:36,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:37,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:38,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:39,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:40,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:41,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:42,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:43,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:44,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:45,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:46,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:47,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:48,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:49,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:50,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:51,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:52,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:53,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:54,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:55,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:56,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:57,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:58,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:09:59,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:00,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:01,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:02,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:03,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:04,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:05,0,918
AF00094,AAA9101094,0,115.83309299999999,27.416688,1,0,0,0,0,2018-09-11 07:10:06,0,918
